unique_id,record_id,update,entry_time,national_entry,country,country_name,admin1,admin1_name,locality,usa_county,intervention_group,intervention_name,date_of_update,status,status_simp,subpopulation,required,enforcement,size,duration,testing_population,details,url,source_document_url,entry_quality
28_testing_asymp,28,Update,2020-03-29 16:57:38,No,CAN,Canada,CAN.2_1,British Columbia,NA,NA,testing_asymp,Testing of asymptomatic individuals,2020-02-03,some,Partially Implemented,NA,NA,NA,NA,NA,travel history;other,"Individuals repatriated from Hubei province, China are tested and quarantine at the Trenton military base for 14 days  testing in the provincial population (unknown criteria / availability) In B.C., we have chosen testing criteria with an intentionally low threshold to purposely ensure a wide range of people are eligible for novel coronavirus testing.",https://news.gov.bc.ca/releases/2020HLTH0020-000210,https://www.dropbox.com/s/ss6wocd0aongetl/28_testing_asymp.pdf?dl=1,Verified
31_primary_school,31,Update,2020-03-29 17:36:40,No,USA,United States of America,USA.33_1,New York,NA,NA,school_closed,Primary school closures,2020-03-18,closed,Strongly Implemented,entire population,recommended,NA,NA,NA,NA,NA,"https://www.suny.edu/media/suny/content-assets/documents/health-alert/COVID19-Message-to-students-KMJ.pdf
https://www.governor.ny.gov/news/no-2024-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency",https://www.dropbox.com/s/99tojm9iohf0m8t/31_school_closed.zip?dl=1,Verified
31_sec_school,31,Update,2020-03-29 17:36:40,No,USA,United States of America,USA.33_1,New York,NA,NA,school_closed,Secondary school closures,2020-03-18,closed,Strongly Implemented,entire population,recommended,NA,NA,NA,NA,NA,"https://www.suny.edu/media/suny/content-assets/documents/health-alert/COVID19-Message-to-students-KMJ.pdf
https://www.governor.ny.gov/news/no-2024-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency",https://www.dropbox.com/s/99tojm9iohf0m8t/31_school_closed.zip?dl=1,Verified
31_post_school,31,Update,2020-03-29 17:36:40,No,USA,United States of America,USA.33_1,New York,NA,NA,school_closed,Post-secondary school closures,2020-03-14,closed,Strongly Implemented,other subpopulation,recommended,NA,NA,NA,NA,"Actual date is March 19, but because of spring break the effective date is March 14.","https://www.suny.edu/media/suny/content-assets/documents/health-alert/COVID19-Message-to-students-KMJ.pdf
https://www.governor.ny.gov/news/no-2024-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency",https://www.dropbox.com/s/99tojm9iohf0m8t/31_school_closed.zip?dl=1,Verified
31_confinement,31,Update,2020-03-29 17:23:44,No,USA,United States of America,USA.33_1,New York,NA,NA,household_confined,Household confinement,2020-03-22,partially restricted,Partially Implemented,entire population,recommended,No,NA,NA,NA,NA,https://coronavirus.health.ny.gov/new-york-state-pause,https://www.dropbox.com/s/a19r9io7uxajj82/31_household_confined.pdf?dl=1,Verified
31_offices,31,Update,2020-03-29 17:40:23,No,USA,United States of America,USA.33_1,New York,NA,NA,office_closed,Office closures,2020-03-22,closed,Strongly Implemented,entire population,recommended,NA,NA,NA,NA,NA,https://coronavirus.health.ny.gov/new-york-state-pause,https://www.dropbox.com/s/ophbml2wl1n9rcn/31_office_closed.pdf?dl=1,Verified
31_entertainment,31,Update,2020-03-29 17:39:56,No,USA,United States of America,USA.33_1,New York,NA,NA,entertainment_closed,"Leisure, entertainment, and religious venue closures",2020-03-22,closed,Strongly Implemented,entire population,recommended,NA,NA,NA,NA,NA,https://coronavirus.health.ny.gov/new-york-state-pause,https://www.dropbox.com/s/yodw5fyn19v7ua0/31_entertainment_closed.pdf?dl=1,Verified
31_retail,31,Update,2020-03-29 17:38:30,No,USA,United States of America,USA.33_1,New York,NA,NA,store_closed,Retail store closures (excluding essentials),2020-03-22,closed,Strongly Implemented,entire population,recommended,NA,NA,NA,NA,NA,https://coronavirus.health.ny.gov/new-york-state-pause,https://www.dropbox.com/s/lmcpfe6gf707yen/31_store_closed.pdf?dl=1,Verified
31_gathering_size,31,Update,2020-03-29 17:38:00,No,USA,United States of America,USA.33_1,New York,NA,NA,social_group_limits,Limiting size of gatherings,2020-03-22,required,Strongly Implemented,entire population,required,NA,0,NA,NA,"No nonessential gatherings of individuals of any size for any reason (e.g. parties, celebrations or other social events) are canceled or postponed at this time;",https://coronavirus.health.ny.gov/new-york-state-pause,https://www.dropbox.com/s/90dg8zylcm0j06t/31_social_group_limits.pdf?dl=1,Verified
31_restaurant_closed,31,Update,2020-03-29 17:39:19,No,USA,United States of America,USA.33_1,New York,NA,NA,restaurant_closed,Restaurant closures (excluding takeout/delivery),2020-03-22,closed,Strongly Implemented,entire population,recommended,NA,NA,NA,NA,NA,https://coronavirus.health.ny.gov/new-york-state-pause,https://www.dropbox.com/s/yl15a871od7amj1/31_restaurant_closed.pdf?dl=1,Verified
32_symp_scrn_land,32,Update,2020-03-29 17:33:57,No,CAN,Canada,CAN.2_1,British Columbia,NA,NA,symp_screening,Symptom screening when entering by land,2020-03-02,recommended,Partially Implemented,entire population,recommended,NA,NA,NA,NA,Quarantine officers are always available to support the Canadian Border Services Agencys screening conducted at land entries and airports.,https://news.gov.bc.ca/releases/2020HLTH0054-000361,https://www.dropbox.com/s/ezd2broxpafqjpa/32_symp_screening.pdf?dl=1,Verified
35_confinement,35,Update,2020-03-29 17:44:20,No,CAN,Canada,CAN.2_1,British Columbia,NA,NA,household_confined,Household confinement,2020-03-03,fully restricted,Strongly Implemented,other subpopulation,required,No,NA,NA,NA,"Starting today, Canada Border Services Agency officers are taking contact information from all travellers arriving from Iran, requiring them to selfisolate for 14 days and to contact public health officials. This process is already in place for people arriving from Hubei, China.",https://news.gov.bc.ca/releases/2020HLTH0058-000370,https://www.dropbox.com/s/ob19dbjib0nfc5d/35_household_confined.pdf?dl=1,Verified
35_screening_air,35,Update,2020-03-29 17:43:21,No,CAN,Canada,CAN.2_1,British Columbia,NA,NA,symp_screening,Symptom screening when entering by air,2020-03-03,required,Strongly Implemented,entire population,required,NA,NA,NA,NA,Travelers showing signs will be referred to quarantine officer and screened.,https://news.gov.bc.ca/releases/2020HLTH0058-000370,https://www.dropbox.com/s/ke9iiebfkcqz3pk/35_symp_screening.pdf?dl=1,Verified
35_symp_scrn_land,35,Update,2020-03-29 17:43:21,No,CAN,Canada,CAN.2_1,British Columbia,NA,NA,symp_screening,Symptom screening when entering by land,2020-03-03,required,Strongly Implemented,entire population,required,NA,NA,NA,NA,Travelers showing signs will be referred to quarantine officer and screened.,https://news.gov.bc.ca/releases/2020HLTH0058-000370,https://www.dropbox.com/s/ke9iiebfkcqz3pk/35_symp_screening.pdf?dl=1,Verified
36_retail,36,Update,2020-03-29 17:44:42,No,USA,United States of America,USA.33_1,New York,NA,NA,store_closed,Retail store closures (excluding essentials),2020-03-21,partially closed,Partially Implemented,entire population,recommended,NA,NA,NA,NA,"barbershops, hair salons, tattoo or piercing parlors, nail salons, hair removal services, and related personal care service",https://www.governor.ny.gov/news/amid-covid-19-pandemic-governor-cuomo-governor-murphy-governor-lamont-and-governor-wolf-direct,NA,Verified
37_testing_symp,37,Update,2020-03-29 17:47:33,No,CAN,Canada,CAN.2_1,British Columbia,NA,NA,testing_symp,Testing of symptomatic individuals,2020-03-05,all,Strongly Implemented,NA,NA,NA,NA,NA,NA,"We are continuing widespread testing by screening British Columbians and travellers with symptoms, along with their close contacts, to identify cases of COVID19 and take immediate action as we have seen today.",https://news.gov.bc.ca/releases/2020HLTH0062-000393,https://www.dropbox.com/s/ouohpmoeeo4ru92/37_testing_symp.pdf?dl=1,Verified
38_offices,38,Update,2020-03-29 17:48:31,No,USA,United States of America,USA.33_1,New York,NA,NA,office_closed,Office closures,2020-03-19,partially closed,Partially Implemented,entire population,recommended,NA,NA,NA,NA,reduce inoffice personnel by 75%,https://www.governor.ny.gov/news/governor-cuomo-signs-executive-order-mandating-businesses-require-office-personnel-decrease,https://www.dropbox.com/s/6d1vjecd4lsh6af/38_office_closed.pdf?dl=1,Verified
39_gathering_size,39,Update,2020-03-29 17:52:35,No,CAN,Canada,CAN.2_1,British Columbia,NA,NA,social_group_limits,Limiting size of gatherings,2020-03-07,recommended,Partially Implemented,entire population,recommended,NA,NA,NA,NA,"There has been a notable transmission of COVID19 at events, such as religious gatherings. As a result, we recommend social distancing and forgoing usual greetings. As an alternative, we recommend considering virtual online gatherings.",https://news.gov.bc.ca/releases/2020HLTH0064-000413,https://www.dropbox.com/s/xzqfza3dnn5lkdj/39_social_group_limits.pdf?dl=1,Verified
40_primary_school,40,Update,2020-03-29 17:56:13,No,USA,United States of America,USA.33_1,New York,New York City,NA,school_closed,Primary school closures,2020-03-15,closed,Strongly Implemented,entire population,recommended,NA,NA,NA,NA,NA,NA,https://www.dropbox.com/s/k6pl0544dce0u83/40_school_closed.pdf?dl=1,Verified
40_sec_school,40,Update,2020-03-29 17:56:13,No,USA,United States of America,USA.33_1,New York,New York City,NA,school_closed,Secondary school closures,2020-03-15,closed,Strongly Implemented,entire population,recommended,NA,NA,NA,NA, Except for children of essential personnel who can attend learning centers.,NA,https://www.dropbox.com/s/k6pl0544dce0u83/40_school_closed.pdf?dl=1,Verified
41_gathering_size,41,Update,2020-03-29 17:58:51,No,USA,United States of America,USA.33_1,New York,NA,NA,social_group_limits,Limiting size of gatherings,2020-03-12,required,Strongly Implemented,entire population,required,NA,500,NA,NA,NA,NA,https://www.dropbox.com/s/h311f5zzco4wy8e/41_social_group_limits.pdf?dl=1,Verified
42_nursery_school,42,Update,2020-03-29 18:30:55,Yes,MWI,Malawi,NA,NA,NA,NA,school_closed,Nursery school closures,2020-03-23,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,NA,NA,https://www.dropbox.com/s/rmni4gvc1buoifr/42_school_closed.pdf?dl=1,Verified
42_primary_school,42,Update,2020-03-29 18:30:55,Yes,MWI,Malawi,NA,NA,NA,NA,school_closed,Primary school closures,2020-03-23,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,NA,NA,https://www.dropbox.com/s/rmni4gvc1buoifr/42_school_closed.pdf?dl=1,Verified
42_sec_school,42,Update,2020-03-29 18:30:55,Yes,MWI,Malawi,NA,NA,NA,NA,school_closed,Secondary school closures,2020-03-23,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,NA,NA,https://www.dropbox.com/s/rmni4gvc1buoifr/42_school_closed.pdf?dl=1,Verified
42_post_school,42,Update,2020-03-29 18:30:55,Yes,MWI,Malawi,NA,NA,NA,NA,school_closed,Post-secondary school closures,2020-03-23,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,NA,NA,https://www.dropbox.com/s/rmni4gvc1buoifr/42_school_closed.pdf?dl=1,Verified
42_gathering_size,42,Update,2020-03-29 18:32:24,Yes,MWI,Malawi,NA,NA,NA,NA,social_group_limits,Limiting size of gatherings,2020-03-20,required,Strongly Implemented,entire population,required,NA,100,NA,NA,"restricting public gatherings to less than 100 people forthwith. This restriction applies to all gatherings including weddings, funerals, church, congregations,rallies, government meetings etc; The national security apparatus has being ordered into action to enforce these restrictions.",https://www.facebook.com/malawimoh/posts/2724685064253658?__tn__=K-R,https://www.dropbox.com/s/widzxu75rznnmj7/42_social_group_limits.pdf?dl=1,Verified
42_emergency,42,Update,2020-03-29 18:33:26,Yes,MWI,Malawi,NA,NA,NA,NA,state_of_emergency,State of emergency,2020-03-20,yes,Strongly Implemented,NA,NA,NA,NA,NA,NA,National government declared a State of Disaster (even before any cases have been confirmed),https://www.facebook.com/malawimoh/posts/2724685064253658?__tn__=K-R,https://www.dropbox.com/s/n6cfla7shthtczg/42_state_of_emergency.pdf?dl=1,Verified
43_border_in_air,43,Update,2020-03-29 18:48:49,Yes,MWI,Malawi,NA,NA,NA,NA,closed_border,Border closures for entering by air,2020-03-20,partially closed,Partially Implemented,geographic subpopulation,NA,NA,NA,NA,NA," Banned travel of foreign nationals from countries highly affected by coronavirus disease. However, SADC countries are exempted.  Returning residents and nationals from coronavirus affected countries will be subjected to self or institutional quarantine.","https://www.facebook.com/malawimoh/posts/2724685064253658?__tn__=K-R, https://mw.usembassy.gov/u-s-citizen-services/covid-19-information/",https://www.dropbox.com/s/9fnzcejhvc5i0ib/43_closed_border.pdf?dl=1,Verified
